,text,is_humor,target_1,humor_rating,target_2,humor_controversy,target_3,offense_rating,target_4
386,ME AFTER 2 GLASSES OF WINE: This beautiful life is meant to be enjoyed! Let us feast and make merry! ME AFTER 4 GLASSES OF WINE: I have 938 worst enemies and I will now name them all.,1,1.0,0.27332908,1.94,0,1.0,0.0,0.0
387,Regret does nothing but slow you down. Learn and move forward.,0,0.0,0.0,0.0,1,0.0,0.0,0.0
388,"""City-dwelling mothers who developed postpartum were members of immigrant populations, which typically have weaker social support networks.""",0,0.0,0.0,0.0,1,0.0,0.0,0.15
389,Everyone retweet this video and I’ll send you a love letter DM.,0,0.0,0.0,0.0,1,0.0,0.0,0.0
390,What's the difference between a stripper and a hooker? Usually about $40,1,1.0,0.3577272,2.45,0,1.0,1.7417312,1.95
391,"At the Olympics I saw a man carrying a long sick and I asked, ""Are you a pole vaulter?"" He said ""No. I am German but how did you know my name was Walter?""",1,1.0,0.3290117,2.4,0,1.0,0.88698095,0.05
392,"My mom used to feed my brother and I by saying 'here comes the train', and we always used to eat it right away...otherwise she wouldn't untie us from the tracks",1,1.0,0.29344094,2.72,0,1.0,0.046145592,0.0
393,"It's pretty hypocritical that the word 'repetitive' has three e's, two t's, and two i's in it.",1,1.0,0.2655231,2.06,0,1.0,0.07479266,0.0
394,"Don't ever break a women's heart, they've only got one. Break their fucking bones they've got over 200 of those.",1,1.0,0.15647984,1.63,0,0.0,1.2985786,3.6
395,COP: You carrying any dangerous weapons? *I glance down at my hands which are naturally resting in the karate chop position* ME: [lying] No.,1,1.0,0.2788496,2.16,0,1.0,0.0010172379,0.0
396,My wife has this weird OCD where she arranges the dinner plates by the year they were bought. It's an extremely rare dish order.,1,1.0,0.30575597,2.26,0,0.0,0.0,0.15
397,"I got chatting to a black chick in the pub last night and she asked if I fancied taking her home. ""Fuck off"" I told her "" I'm not driving to Africa at this time of night"".",1,1.0,0.3951697,1.65,0,1.0,2.9470973,3.8
398,I like to say 'toodles' when I leave work so my coworkers know the workplace alpha male has just left.,1,1.0,0.3299052,2.68,0,1.0,0.30921414,0.4
399,"For the past few days, I wake up to see someone has dumped a bunch of LEGO blocks on my front porch. I don't know what to make of it.",1,1.0,0.30924836,2.71,0,1.0,0.0,0.0
